id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
ML004_3896,"ML004 Melamine Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/ML004-mdf-lam-konya-ic-mekan-kapi-okpsdoor-kapi-kapi-modelleriri.png,https://www.okpsdoor.com/product/ml004-melamine-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,ML004_3896,,,,0,new,published,,,,,4634,,
ML003_3897,"ML003 Melamine Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/ML003-mdf-lam-konya-ic-mekan-kapi-okpsdoor-kapi-kapi-modellerilari-1.png,https://www.okpsdoor.com/product/ml003-melamine-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,ML003_3897,,,,0,new,published,,,,,4634,,
P001_3898,"P001 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P001-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitleri-1.png,https://www.okpsdoor.com/product/p001-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P001_3898,,,,0,new,published,,,,,4634,,
P021_3899,"P021 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P021-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitler-kapisi.png,https://www.okpsdoor.com/product/p021-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P021_3899,,,,0,new,published,,,,,4634,,
P020_3934,"P020 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P020-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlereli.png,https://www.okpsdoor.com/product/p020-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P020_3934,,,,0,new,published,,,,,4634,,
P019_3935,"P019 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P019-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerapi.png,https://www.okpsdoor.com/product/p019-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P019_3935,,,,0,new,published,,,,,4634,,
P018_3936,"P018 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P018-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerr-kapi.png,https://www.okpsdoor.com/product/p018-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P018_3936,,,,0,new,published,,,,,4634,,
P001-4_3937,"P017 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P001-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitleri-1.png,https://www.okpsdoor.com/product/p017-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P001-4_3937,,,,0,new,published,,,,,4634,,
P016_3938,"P016 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P016-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerri.png,https://www.okpsdoor.com/product/p016-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P016_3938,,,,0,new,published,,,,,4634,,
P015_3939,"P015 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P015-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerir.png,https://www.okpsdoor.com/product/p015-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P015_3939,,,,0,new,published,,,,,4634,,
P014_3940,"P014 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P014-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerar.png,https://www.okpsdoor.com/product/p014-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P014_3940,,,,0,new,published,,,,,4634,,
P013_3941,"P013 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P013-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerar.png,https://www.okpsdoor.com/product/p013-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P013_3941,,,,0,new,published,,,,,4634,,
P012_3942,"P012 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P012-panel-kapi.png,https://www.okpsdoor.com/product/p012-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P012_3942,,,,0,new,published,,,,,4634,,
P011_3943,"P011 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P011-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerlar.png,https://www.okpsdoor.com/product/p011-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P011_3943,,,,0,new,published,,,,,4634,,
P010_3944,"P010 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P010panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerkapisi.png,https://www.okpsdoor.com/product/p010-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P010_3944,,,,0,new,published,,,,,4634,,
P009_3945,"P009 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P009-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerr.png,https://www.okpsdoor.com/product/p009-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P009_3945,,,,0,new,published,,,,,4634,,
P008_3946,"P008 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P008-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlermi.png,https://www.okpsdoor.com/product/p008-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P008_3946,,,,0,new,published,,,,,4634,,
P007_3947,"P007 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P007panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitler300x600.png,https://www.okpsdoor.com/product/p007-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P007_3947,,,,0,new,published,,,,,4634,,
P006_3948,"P006 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P006-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerr.png,https://www.okpsdoor.com/product/p006-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P006_3948,,,,0,new,published,,,,,4634,,
P005_3949,"P005 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P005-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerti.png,https://www.okpsdoor.com/product/p005-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P005_3949,,,,0,new,published,,,,,4634,,
P004_3950,"P004 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P004-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerr.png,https://www.okpsdoor.com/product/p004-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P004_3950,,,,0,new,published,,,,,4634,,
P003_3951,"P003 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P003-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerri.png,https://www.okpsdoor.com/product/p003-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P003_3951,,,,0,new,published,,,,,4634,,
P002_3952,"P002 Panel Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/P002-panel-kapi-Konya-OKPs-okps-imalati-modelleri-cesitlerri.png,https://www.okpsdoor.com/product/p002-panel-door/,"Door, Lacquered MDF Doors","okps door",1USD,in stock,P002_3952,,,,0,new,published,,,,,4634,,
K001_3953,"K001 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2023/05/K001-ahsap-okps-kapilar-konya-kapi-ureticileri.png,https://www.okpsdoor.com/product/k001-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K001_3953,,,,0,new,published,,,,,4634,,
K008_3963,"K008 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K008-ahsap-okps-kapilar-konya-kapi-ureticile.png,https://www.okpsdoor.com/product/k008-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K008_3963,,,,0,new,published,,,,,4634,,
K007_3964,"K007 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K007ahsap-okps-kapilar-konya-kapi-ureticile.png,https://www.okpsdoor.com/product/k007-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K007_3964,,,,0,new,published,,,,,4634,,
K006 Wood Veneer Door_3965,"K006 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K006-ahsap-okps-kapilar-konya-kapi-ureticileri.png,https://www.okpsdoor.com/product/k006-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K006 Wood Veneer Door_3965,,,,0,new,published,,,,,4634,,
K005_3966,"K005 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K005-ahsap-okps-kapilar-konya-kapi-ureticilea.png,https://www.okpsdoor.com/product/k005-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K005_3966,,,,0,new,published,,,,,4634,,
K004 Wood Veneer Door_3967,"K004 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K004-ahsap-okps-kapilar-konya-kapi-ureticileeri.png,https://www.okpsdoor.com/product/k004-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K004 Wood Veneer Door_3967,,,,0,new,published,,,,,4634,,
K003 Wood Veneer Door_3968,"K003 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K003-ahsap-okps-kapilar-konya-kapi-ureticile.png,https://www.okpsdoor.com/product/k003-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K003 Wood Veneer Door_3968,,,,0,new,published,,,,,4634,,
K002_3969,"K002 Wood Veneer Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/K002ahsap-okps-kapilar-konya-kapi-ureticilekapisi.png,https://www.okpsdoor.com/product/k002-wood-veneer-door/,"Door, Wood Veneer Doors","okps door",1USD,in stock,K002_3969,,,,0,new,published,,,,,4634,,
PVC001_3970,"PVC001 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC001-pvc-kaplamali-kapi-pvc-kapilar-modelleri-cesitleri.png,https://www.okpsdoor.com/product/pvc001-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC001_3970,,,,0,new,published,,,,,4634,,
PVC010_3982,"PVC010 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC010-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-.png,https://www.okpsdoor.com/product/pvc010-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC010_3982,,,,0,new,published,,,,,4634,,
PVC09_3983,"PVC09 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC009-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-a.png,https://www.okpsdoor.com/product/pvc09-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC09_3983,,,,0,new,published,,,,,4634,,
PVC008_3984,"PVC008 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC008-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-a.png,https://www.okpsdoor.com/product/pvc008-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC008_3984,,,,0,new,published,,,,,4634,,
PVC007_3985,"PVC007 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC007-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-r.png,https://www.okpsdoor.com/product/pvc007-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC007_3985,,,,0,new,published,,,,,4634,,
PVC006_3986,"PVC006 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC006-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-.png,https://www.okpsdoor.com/product/pvc006-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC006_3986,,,,0,new,published,,,,,4634,,
PVC005_3987,"PVC005 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC005-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-.png,https://www.okpsdoor.com/product/pvc005-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC005_3987,,,,0,new,published,,,,,4634,,
PVC004_3988,"PVC004 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC004-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu-.png,https://www.okpsdoor.com/product/pvc004-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC004_3988,,,,0,new,published,,,,,4634,,
PVC002_3989,"PVC002 PVC Door","Be Distributor.... MDF is a high-quality durable material that can be processed with CNC machines and on which unique patterns can be created by engraving. Thanks to modern technology, the possibilities for door design are almost unlimited. Lacquered MDF doors, which are coated with a special varnish, have a bright appearance and a long service life under normal use and maintenance.",https://www.okpsdoor.com/wp-content/uploads/2014/08/PVC002-pvc-kaplamali-kapi-modelleri-konya-tosya-kastamonu.png,https://www.okpsdoor.com/product/pvc002-pvc-door/,"Door, PVC Doors","okps door",1USD,in stock,PVC002_3989,,,,0,new,published,,,,,4634,,
F005_4111,"F005 Wood Fire Rated Door","Fire doors are made of materials that function to slow the spread of flames and smoke and, in certain applications, slow or stop the transfer of radiant and conductive heat. Common materials include wood, steel, fiberglass, fire-resistant glass, or a combination of these materials.",https://www.okpsdoor.com/wp-content/uploads/images-1.jpg,https://www.okpsdoor.com/product/k007-wood-fire-rated-door/,"Popular, Door, Fire Rated","okps door",1USD,in stock,F005_4111,,,,0,new,published,,,,,4634,,
S001_4153,"S001 Steel door","Steel door black and oak mixed apartment steel doorÂ  Front surface black, back surface complete oak Kale lock monoblock system",https://www.okpsdoor.com/wp-content/uploads/images-3.jpg,https://www.okpsdoor.com/product/s001-steel-door/,"Door, Laminated MDF Doors, Steel Door","OKPS DOOR",0USD,in stock,S001_4153,,,,0,new,published,,,,,4634,,
S004_4158,"S004 Pivot door","Steel door black and oak mixed apartment steel doorÂ  Front surface black, back surface complete oak Kale lock monoblock system",https://www.okpsdoor.com/wp-content/uploads/images-1-1.jpg,https://www.okpsdoor.com/product/s004-pivot-door/,"Popular","Okps Door Industry",0USD,in stock,S004_4158,,,,0,new,published,,,,,4634,,
